x_axis,mean_cumulated_mixed_spectral_ucrl_regret,lower_bound_mixed,upper_bound_mixed,mean_cumulated_seeu_regret,lower_bound_seeu,upper_bound_seeu,mean_cumulated_smucrl_regret,lower_bound_smucrl,upper_bound_smucrl
2.18,0.8987066666666211,0.9834089703528313,0.814004362980411,1.5719799999993722,1.6946585563693262,1.449301443629418,1.890979999999773,2.0798952841101177,1.702064715889428
2.2,0.8992333333332881,0.983839663940567,0.8146270027260092,1.586693333332712,1.7141328172548569,1.4592538494105673,1.9087066666664607,2.0968648258524754,1.7205485074804459
2.22,0.899513333333287,0.9839062743668399,0.8151203922997339,1.602193333332719,1.7341348017268436,1.4702518649385943,1.9267866666664912,2.114394839430945,1.7391784939020374
2.24,0.8997199999999528,0.9835474034917084,0.815892596508197,1.6156866666660576,1.7512955188337056,1.48007781449841,1.943946666666518,2.1309487671905987,1.7569445661424372
2.26,0.900359999999952,0.9840432746507007,0.8166767253492033,1.634853333332729,1.7719146686035234,1.4977919980619347,1.962333333333211,2.1493957544721414,1.7752709121942807
2.28,0.9017599999999522,0.9869328185742514,0.816587181425653,1.6570733333327334,1.7948129459849922,1.5193337206804747,1.9800266666665738,2.167304266698409,1.7927490666347388
2.3,0.9004266666666193,0.9854656085016873,0.8153877248315513,1.6763266666660719,1.8136453390505565,1.539007994281587,1.995913333333273,2.1821957000952947,1.8096309665712513
2.32,0.9010733333332875,0.9856769970623108,0.8164696696042641,1.6962266666660761,1.8339835870407115,1.5584697462914412,2.0144733333333105,2.1995674984581557,1.829379168208465
2.34,0.9022599999999537,0.9874714881474909,0.8170485118524163,1.7161399999994138,1.8541041564939242,1.5781758435049031,2.0327933333333705,2.2164440727814885,1.8491425938852524
2.36,0.9014666666666215,0.9864834967244834,0.8164498366087594,1.7288799999994204,1.8640956722295257,1.5936643277693148,2.050520000000104,2.2336270616296945,1.8674129383705138
2.38,0.9031933333332892,0.9884010395306857,0.8179856271358927,1.7432133333327635,1.8758153874044936,1.6106112792610332,2.0717933333335035,2.254031927644685,1.889554739022322
2.4,0.9062866666666232,0.9911139682554989,0.8214593650777475,1.7590933333327732,1.8891634175319079,1.6290232491336383,2.094373333333569,2.2762387068287504,1.912507959838387
2.42,0.9088199999999577,0.9935598856059914,0.8240801143939239,1.771253333332783,1.8990087941452625,1.6434978725203033,2.114433333333633,2.2959979206215984,1.9328687460456684
2.44,0.911526666666625,0.99649984446876,0.8265534888644899,1.7849733333327917,1.9105487389053006,1.6593979277602826,2.1328200000003683,2.3138889155362583,1.951751084464478
2.46,0.911639999999959,0.9972298194742614,0.8260501805256566,1.797459999999468,1.9209266612198825,1.6739933387790533,2.148660000000433,2.329860431044803,1.9674595689560632
2.48,0.9117533333332929,0.9971673602480958,0.82633930641849,1.8123799999994779,1.9340220994039417,1.690737900595014,2.167700000000496,2.347820849144679,1.9875791508563128
2.5,0.9121533333332936,0.9976162054635741,0.8266904612030131,1.8259866666661746,1.9460720103787945,1.7059013229535547,2.186613333333894,2.365999351918145,2.0072273147496436
2.52,0.9127133333332939,0.9970355404879901,0.8283911261785976,1.8384666666662068,1.9566119519915133,1.7203213813409006,2.2056600000006243,2.384305373825783,2.027014626175466
2.54,0.9149933333332938,0.9983635846408487,0.8316230820257388,1.8538399999995727,1.9705059103699987,1.7371740896291468,2.2251666666673553,2.4032273376143856,2.0471059957203255
2.56,0.9188666666666222,1.002292715548777,0.8354406177844674,1.8684399999996062,1.9833796312206036,1.7535003687786088,2.2436200000007562,2.420393345641455,2.0668466543600577
2.58,0.9218266666666186,1.0052835093169725,0.8383698240162647,1.881573333332977,1.995947219780198,1.7671994468857557,2.2637333333341596,2.439900266231103,2.0875664004372165
2.6,0.9254599999999485,1.0103022833101174,0.8406177166897798,1.8971133333330112,2.0105429204900873,1.7836837461759352,2.2835133333342257,2.4589384983897924,2.1080881682786594
